Text,clean_text,Sentiment
"I wanted to try this product which looks good, so I ordered 1 pk, couldn't wait to open it when I recv'd it, when I did, It didn't satisfied my taste buds as I would have like to, it was just ok.<br /><br />I personally wouldn't by this item again",wanted try product looks good ordered pk wait open recv satisfied taste buds would like ok br br personally item,Positive
Very delicious! Of course I didn't buy them from Amazon. I'm sure they'd still be good though if they didn't get smashed in the mail.,delicious course buy amazon sure still good though get smashed mail,Positive
To have 400mgm in single 1.5 oz. bag is unacceptable. In contrast Frito's Multigrain Sun chips have only 180 mgm sodium in same size bag.,mgm single oz bag unacceptable contrast frito multigrain sun chips mgm sodium size bag,Negative
I tried the Lemon one last time.  They were delicious.  These arrived all melted and stuck together.  They are very overly powerful in artificial cherry flavor.  I will not order this flavor again.... and if the next group comes melted and stuck together I will call AMAZON and complain.,tried lemon one last time delicious arrived melted stuck together overly powerful artificial cherry flavor order flavor next group comes melted stuck together call amazon complain,Positive
"Great coffee, not as strong as medium roast, but seems to be smoother. Love it.",great coffee strong medium roast seems smoother love,Positive
"If you're looking for a great Atkins bar or just a good protein bar in general, you can't go wrong with these. I've been buying them for years at Trader Joe's and am so happy to see them here at Amazon - and even cheaper! I also recommend the Brownie Crunch flavor.",looking great atkins bar good protein bar general go wrong buying years trader joe happy see amazon even cheaper also recommend brownie crunch flavor,Positive
This cake tasted like I worked all day long.  Moist cake.Creamy icing.  Easy. I recommend it.,cake tasted like worked day long moist cake creamy icing easy recommend,Positive
"The price for these K-Cups is great. They are so costly in the store, so this is a great way to buy in bulk.",price k cups great costly store great way buy bulk,Positive
"The fish are quite big, about 3 in the can.<br />The vertebrae  are big enough to pop when you bite into them, a little unpleasant...<br />Lots of thin sauce, which is not very spicy.<br /><br />I was hoping for a tin that was ready to eat, but for me these need some more prep work, cleaning the spine out and adding more sauce.",fish quite big br vertebrae big enough pop bite little unpleasant br lots thin sauce spicy br br hoping tin ready eat need prep work cleaning spine adding sauce,Positive
"Baby Gourmet promises to bring organic goodness to baby food without added sugar, salt, dairy,eggs or nuts.  Additionally it is free of fillers, thickeners and gluten.  The packaging is BHA free but not recyclable. The food is packaged in convenient pouches with a plastic screw top.  This design makes it easy for taking one the go as well as for storing the unused portion.  (Should be refrigerated after opening) But the litmus test of any food is the flavor.<br /><br />This food can be served either warmed or cooled. (Package is not microwaable.)  I sampled it both ways.  Cold it tastes like a not very sweet apple sauce.  The greens, especially broccoli, come through more when it is heated,but are not overwhelming.  It is pureed and smooth. The taste isw very mild. My friend's two babies seemed to enjoy it both warm and cool.  I also gave some to a relative who has suffered a stroke.  She has difficulty eating and has lost her taste for veggies.  This was palatable and easy for her to swallow.  I could see giving it to ailing adults or older children as well as utilizing for babies.<br /><br />I applaud this company for using organic, healthier ingredients in baby food.  It is costly but an early investment in a baby's health is one with lifelong benefits.  The pouches are perfect for babies on the go and this is an easy way to intorduce greens into the diet.",baby gourmet promises bring organic goodness baby food without added sugar salt dairy eggs nuts additionally free fillers thickeners gluten packaging bha free recyclable food packaged convenient pouches plastic screw top design makes easy taking one go well storing unused portion refrigerated opening litmus test food flavor br br food served either warmed cooled package microwaable sampled ways cold tastes like sweet apple sauce greens especially broccoli come heated overwhelming pureed smooth taste isw mild friend two babies seemed enjoy warm cool also gave relative suffered stroke difficulty eating lost taste veggies palatable easy swallow could see giving ailing adults older children well utilizing babies br br applaud company using organic healthier ingredients baby food costly early investment baby health one lifelong benefits pouches perfect babies go easy way intorduce greens diet,Positive
"This mac and cheese isn't bad.<br />It's better than the powdered mix stuff, and will more than go over well with dinner.",mac cheese bad br better powdered mix stuff go well dinner,Positive
I bought the 3 pack and have just opened the first one. The labeling must be wrong because this is the mildest coffee I ever tasted.<br />I used the amount I usually use with Peet's or the Starbucks I buy locally. I'm not sure whether I can return the other two packs?<br />The next pot I make I will add double the amount of coffee and see how that is.<br />My experience with buying coffee online has been disappointing except for Gevalier.,bought pack opened first one labeling must wrong mildest coffee ever tasted br used amount usually use peet starbucks buy locally sure whether return two packs br next pot make add double amount coffee see br experience buying coffee online disappointing except gevalier,Negative
"This is a good product for energy, at a great price -- available with free delivery.",good product energy great price available free delivery,Positive
I have been buying Kind Bars for over a year and must say each and every bar is wonderful. I use them as a snack or a breakfast and find it keeps me satisfied completely.  The Almond Walnut Macadamia bars are perfectly delicious with whole nuts in every bite...heaven on earth!,buying kind bars year must say every bar wonderful use snack breakfast find keeps satisfied completely almond walnut macadamia bars perfectly delicious whole nuts every bite heaven earth,Positive
"This is the best green tea I have ever had.That being said,I have only had green tea from bags,never in powder form,before this.This truly takes green tea to the next level.<br /><br />I do intend to buy a bamboo whisk,at this point I am using a wire whisk which does work.I have also just shaken it in water for iced tea which seems to work.",best green tea ever said green tea bags never powder form truly takes green tea next level br br intend buy bamboo whisk point using wire whisk work also shaken water iced tea seems work,Positive
"I loved the idea of popcorn that would pop in its own bowl. I gave it a try tonight as I settled in to watch a movie. The first thing I noticed as it popped was that the sides of the bag were a red see through type of material so you could see the popcorn popping. Not sure if that's needed but I liked it so it was a plus. The ""bowl"" was disappointing though. Essentially, its just a bag of popcorn that you place on it's side, rip the side off & you eat the popcorn this way so you have a wide opening to eat from. Problem is, where you tear the side off doesn't work well. I followed the directions and found the area that is supposed to rip off didn't go smoothly & part of it didn't tear where it should & I ended up having to go back & rip more areas off, etc. Perhaps with practice you can get it right but it was a little underwhelming. The popcorn was a little bland also. Great idea but poor design. Hopefully someone will improve on it.",loved idea popcorn would pop bowl gave try tonight settled watch movie first thing noticed popped sides bag red see type material could see popcorn popping sure needed liked plus bowl disappointing though essentially bag popcorn place side rip side eat popcorn way wide opening eat problem tear side work well followed directions found area supposed rip go smoothly part tear ended go back rip areas etc perhaps practice get right little underwhelming popcorn little bland also great idea poor design hopefully someone improve,Positive
"What type of coffee drinker am I?<br />In our Cuisinart coffee maker my wife and I use 1.5 tablespoons of Dunkin Donuts coffee per 6 oz of water so we like our coffee pretty strong. However, neither one of us goes out of our way to get Starbucks because we don't like the taste for some reason. If Starbucks is considered bitter, that is probably why.<br /><br />Review.<br />I would consider this coffee bold yet not bitter. It's definitely full flavored yet not over powering. Maybe that is what ""Crema e Gusto"" is specifying. The ratio of coffee to water for a Dunkin Donuts drinker is about 3/4 of a table spoon to 6oz of water. I accredit the smaller ratio to how finely ground the coffee is rather than overall strength.<br /><br />I drink iced coffee in the summer so even though it is January I had to try it. This coffee is IDEAL for making iced coffee because you can make it at 1.5 table spoons to 6oz of water and the taste is not effected by a little bit of ice melting. I can not stress enough how good this coffee is iced!<br /><br />I am defiantly enjoying the LavAzza and may try other varieties to make hot coffee but this is my go to for iced coffee from now on!",type coffee drinker br cuisinart coffee maker wife use tablespoons dunkin donuts coffee per oz water like coffee pretty strong however neither one us goes way get starbucks like taste reason starbucks considered bitter probably br br review br would consider coffee bold yet bitter definitely full flavored yet powering maybe crema e gusto specifying ratio coffee water dunkin donuts drinker table spoon oz water accredit smaller ratio finely ground coffee rather overall strength br br drink iced coffee summer even though january try coffee ideal making iced coffee make table spoons oz water taste effected little bit ice melting stress enough good coffee iced br br defiantly enjoying lavazza may try varieties make hot coffee go iced coffee,Positive
"My favorite coffee it is bold but not over powering. i like this coffee and it is a joy to drink,one of the best k cup bolds out there. amazon good price and coffee people good product",favorite coffee bold powering like coffee joy drink one best k cup bolds amazon good price coffee people good product,Positive
"Any microwave popcorn claiming to be low fat/calorie does not compare to this Smart Balance brand.  This one has the lowest calories.  Does it taste like movie theatre butter popcorn?  Well, no, but it is still good, and you get used to skipping all that butter.  I call it guilt-free microwave popcorn.",microwave popcorn claiming low fat calorie compare smart balance brand one lowest calories taste like movie theatre butter popcorn well still good get used skipping butter call guilt free microwave popcorn,Positive
"I've heard how stinky tripe can be, but these tripe treats have about the same ""stinkiness"" level as the dried beef lung that I've given to my little sheltie.  Not too bad.  Just in case, I do give these treats to my 30 lb sheltie on her ""meal blanket"" to keep any tripe bits or tripe-scented drool off the carpet, because my dog would lick the carpet for days.  (When I gave these to her on our wood deck, she licked the deck for a few minutes afterward until I pulled her away.... ow, tongue splinters!)<br /><br />So, Zoey gives these treats two paws up.  It takes her about 2 or 3 minutes to eat an entire treat (she chews her food thoroughly, she's not a gulper).  I give her one treat a day, and it hasn't adversely affected her stools at all.  Her tummy accepted it into her diet quite readily.<br /><br />There were 15 treats in my 5 oz bag, each 5-6"" long.  A couple were thin (a little thicker than a pencil), but most are quite thick, at least as big around as my thumb.<br /><br />Sitstay.com is a great store, I've always had stellar service from them.",heard stinky tripe tripe treats stinkiness level dried beef lung given little sheltie bad case give treats lb sheltie meal blanket keep tripe bits tripe scented drool carpet dog would lick carpet days gave wood deck licked deck minutes afterward pulled away ow tongue splinters br br zoey gives treats two paws takes minutes eat entire treat chews food thoroughly gulper give one treat day adversely affected stools tummy accepted diet quite readily br br treats oz bag long couple thin little thicker pencil quite thick least big around thumb br br sitstay com great store always stellar service,Positive
"""Ingredients you can see & prounounce...""  Okay, what exactly is amaranth and quinoa?  I've ridden a camel, been to a state fair and even penetrated Japanese prime ministerial security, but I can't say that I know what this stuff is.<br /><br />From the product page, it appears that the clusters are supposed to be little bite-size globs of vanilla blueberry goodness.  Unfortunately, when mine arrived in the Amazon.com book mailer, I only had two little cluster-like bits.  The rest was smashed and separated into bird seed.  I figure that clusters of this stuff would be pretty good, and make it a lot easier to eat this stuff ""on-the-go!"" as the package copy boldly exhorts.<br /><br />To its credit, the package opened right away, with the first pull, right along the top edge.  You'd be surprised how many packages can't get this right, like tortillas, beef jerky and lunch meat.  So, they had an advantage already.<br /><br />First came the sniff test: how does this stuff smell?  In general, it's kind of an industrial-neutral.  There is no cloying smell of artificial blueberry, which I was relieved not to smell.  There is the distinct and powerful scent of nothing but grain and seed, not salty or spicy, nor sugary sweet.  So far, the ingredients were in step with the package's copy.  There seemed to be just a hint of factory chemicals for the purposes of crunch or freshness or whatever.  I'm not saying that this is in the product, just that I seemed to discern that smell.<br /><br />So, I tried a third of this package in on-the-go mode, right out of the package.  Good stuff.  This would be a great product to bring along on a hike or a campout.  But, the bag's small size would make it awfully hard to share with any more than just a couple of people.  The taste was great, with very clear natural sweetness.  Very crunchy, but not that unpleasant brittle crunchiness you get with some foods.<br /><br />I then tried a third of the package in a little bit of milk, and it was just as good.  It stayed very crunchy for a good long time, all the way through eating it.  The density of it caused most of the product to sink to the bottom, so I had to bottom-feed with my spoon to get it all.<br /><br />Then I put the remaining third into some milk again, and sprinkled some <a href=""http://www.amazon.com/gp/product/B000KOWJQE"">Equal</a> over the top.  Yeah, it was considerably sweeter, maybe even a little too much so.  Recommendation: do not sweeten this product any further.  Real sugar would make this stuff way too sweet.<br /><br />Taste.  The taste is in keeping with the smell, very grainy.  The taste of the blueberries is very subtle, as is the vanilla.  I could taste both, but it was subdued.  Overall, the taste was quite good.  Good texture, too.<br /><br />Nutrition.  Man, you're getting a lot of fiber here.  And there is a lot that this product doesn't have, as the package's front makes clear, like saturated fat, trans fats, cholesterol, etc.  That's pretty good.  But you're also not getting a lot of calcium, iron, or any Vitamin A or C.  While the package's front says there are no ""refined sugars"" in the product, the listed ingredients include official stand-ins/euphemisms for ""sugar,"" like evaporated cane juice.  The product's serving size is a miniscule 1/3 of a cup, and this comes in at 120 calories.  So, a single package, which I ate for dinner, comes in at close to 1300 calories.  Great energy food, but not great for a Saturday morning cereal bender in front of the Cartoon Network.<br /><br />Price.  The unit price comes out to be more than $5/bag.  That's something like more than a dollar more than a big box of cereal (truth be told, the big boxes come out to about 13 oz, and this product comes in at 11 oz).  So, you'll get considerably more product for your money with regular boxed cereal.<br /><br />Bottom line: This is a good product, and I enjoyed it.  The taste and texture is good.  But, like <a href=""http://www.amazon.com/gp/product/B00317EA46"">Kashi</a> cereals, it's a bit too concentrated and a bit too spendy.",ingredients see prounounce okay exactly amaranth quinoa ridden camel state fair even penetrated japanese prime ministerial security say know stuff br br product page appears clusters supposed little bite size globs vanilla blueberry goodness unfortunately mine arrived amazon com book mailer two little cluster like bits rest smashed separated bird seed figure clusters stuff would pretty good make lot easier eat stuff go package copy boldly exhorts br br credit package opened right away first pull right along top edge surprised many packages get right like tortillas beef jerky lunch meat advantage already br br first came sniff test stuff smell general kind industrial neutral cloying smell artificial blueberry relieved smell distinct powerful scent nothing grain seed salty spicy sugary sweet far ingredients step package copy seemed hint factory chemicals purposes crunch freshness whatever saying product seemed discern smell br br tried third package go mode right package good stuff would great product bring along hike campout bag small size would make awfully hard share couple people taste great clear natural sweetness crunchy unpleasant brittle crunchiness get foods br br tried third package little bit milk good stayed crunchy good long time way eating density caused product sink bottom bottom feed spoon get br br put remaining third milk sprinkled href http www amazon com gp product b kowjqe equal top yeah considerably sweeter maybe even little much recommendation sweeten product real sugar would make stuff way sweet br br taste taste keeping smell grainy taste blueberries subtle vanilla could taste subdued overall taste quite good good texture br br nutrition man getting lot fiber lot product package front makes clear like saturated fat trans fats cholesterol etc pretty good also getting lot calcium iron vitamin c package front says refined sugars product listed ingredients include official stand ins euphemisms sugar like evaporated cane juice product serving size miniscule cup comes calories single package ate dinner comes close calories great energy food great saturday morning cereal bender front cartoon network br br price unit price comes bag something like dollar big box cereal truth told big boxes come oz product comes oz get considerably product money regular boxed cereal br br bottom line good product enjoyed taste texture good like href http www amazon com gp product b ea kashi cereals bit concentrated bit spendy,Positive
"I love tea.  Iced tea, hot tea, green tea, black tea, all kinds.  I was excited to try this product because I am always short on time and thought a powdered, just add water mix would be great.  One major problem, this ""tea"" has zero tea flavor.  It also claims to be ""sweetened with honey"" but it is actually sweetened with sucralose in addition to ""honey granules"".  Because of this, it has a very strong ""diet"" aftertaste, something I am not fond of at all.  Overall the drink was far too sweet for my liking even though I made it with 20oz of water instead of the 16 recommended.  I was really disappointed by this product.  I also feel the packaging is hugely misleading.  It says, and I quote; ""Sweetened with honey"" with no mention of the sucralose.  It does mention ""no aspartame"" but fails to mention it's other source of sweetness.  The ingredients are as follows: Honey granules (sugar, honey), Citric acid, green tea powder, sucralose, malodextrin, hibiscus extract, natural flavor, and Beta carotene for color.  As far as powdered diet drinks go, this one would be low on my list.  Even drinks like Crystal light do not have this strong of a diet aftertaste.",love tea iced tea hot tea green tea black tea kinds excited try product always short time thought powdered add water mix would great one major problem tea zero tea flavor also claims sweetened honey actually sweetened sucralose addition honey granules strong diet aftertaste something fond overall drink far sweet liking even though made oz water instead recommended really disappointed product also feel packaging hugely misleading says quote sweetened honey mention sucralose mention aspartame fails mention source sweetness ingredients follows honey granules sugar honey citric acid green tea powder sucralose malodextrin hibiscus extract natural flavor beta carotene color far powdered diet drinks go one would low list even drinks like crystal light strong diet aftertaste,Positive
"Another great idea for a dog toy, but my medium-sized dog cracked the yellow covers in less than 5 min. The plastic shattered. She will never see those little yellow covers again. I might find a way to cover the food wells with something else, now that I'm stuck with this toy. My dog is not a chewer, and this toy did not stand up.",another great idea dog toy medium sized dog cracked yellow covers less min plastic shattered never see little yellow covers might find way cover food wells something else stuck toy dog chewer toy stand,Positive
"These cookies are thin and crispy. They have a wonderful blueberry flavor that isn't artifical tasting. The sweetness is well balanced, not too sweet, but definitely not bland.  My husband didn't not really care one way or another for them. So, I was thinking I had finally found a treat for myself. This was not to be. My children actually enjoy these cookies. While this is great that they like a snack that is not so sweet, but bad, because I will not have my snack that they won't ask for ;)",cookies thin crispy wonderful blueberry flavor artifical tasting sweetness well balanced sweet definitely bland husband really care one way another thinking finally found treat children actually enjoy cookies great like snack sweet bad snack ask,Positive
"I was so happy to discover that International Coffees had a sugarfree blend. We live in a fairly small community and the only mocha type coffee like this was almost 2.00 a can more. What makes it even nicer is that being an Amazon Prime member,it's shipped to my door with no s/h charges. This sugarfree coffee can be enjoyed anytime of the day and the flavor takes care of the sweet cravings with only a very few calories. If you're a diabetic or watching your calories, and who isn't, this is not only a nice way to wake up in the morning but relax in the afternoon or early evening.",happy discover international coffees sugarfree blend live fairly small community mocha type coffee like almost makes even nicer amazon prime member shipped door h charges sugarfree coffee enjoyed anytime day flavor takes care sweet cravings calories diabetic watching calories nice way wake morning relax afternoon early evening,Positive
"Here's another of the little items I find in my nearby Fresh and Easy store. It's a British company and they have a lot of imported items. This trip I picked up a bag of Loacker Quadratini Lemon Wafer Cookies. Oh boy, are these good! They disappear real fast. Be ready to apply controls. They're very light and tasty and not overly sweet. The filing has a real light, fresh lemon taste. Real nice. Just right. Just give it a bite and a couple light chews and it's gone and your hand is involuntarily reaching for another one. Mmmmm. Now how am I ever going to keep these around the house? Well, I guess that a lot of others feel the same way. Did you notice that on the 33 reviews, 30 gave it five stars?<br /><br />Gary Peterson",another little items find nearby fresh easy store british company lot imported items trip picked bag loacker quadratini lemon wafer cookies oh boy good disappear real fast ready apply controls light tasty overly sweet filing real light fresh lemon taste real nice right give bite couple light chews gone hand involuntarily reaching another one mmmmm ever going keep around house well guess lot others feel way notice reviews gave five stars br br gary peterson,Positive
"I was excited to buy these because I had tried them for the first time on an international flight and thought to order them from my favorite online website. Well, the cookie do not taste like the original cookies, they taste sort of stale and I was not very happy about it. Especially since I am stuck with 6 boxes and cannot buy them at Cost Plus I am scared to open the other 5 boxes! I would jsut stick with buying the common cookies that are in stores because at least those taste good and are of fresher quality.",excited buy tried first time international flight thought order favorite online website well cookie taste like original cookies taste sort stale happy especially since stuck boxes cannot buy cost plus scared open boxes would jsut stick buying common cookies stores least taste good fresher quality,Positive
"Most Earl Grey teas taste similar. This product has a sense of freshness that reflects Earl Grey at its best, and is reasonably priced. To those who do not regularly use loose tea, the tea bag (Teebeutel, sachet) definitely does not taste as crisp and refreshing as the comparable tea when brewed as loose tea.",earl grey teas taste similar product sense freshness reflects earl grey best reasonably priced regularly use loose tea tea bag teebeutel sachet definitely taste crisp refreshing comparable tea brewed loose tea,Positive
"I just went to order a box from here and they say 3-6 weeks???????  Ok, now everyone knows how good they are.  We need faster production please :)  These are the best flavor by far.  Can't wait for the Jalapeno to come out.  YUM!!!",went order box say weeks ok everyone knows good need faster production please best flavor far wait jalapeno come yum,Positive
"Not only have i had just about everry brand of belgian chocolate this side of the atlantic, i have had this one several times.  But this seller sent bad chocolate. It has a powdery appearance and is very brittle to touch and taste.  Can't eat it at all.  And i guess i can't return it either.",everry brand belgian chocolate side atlantic one several times seller sent bad chocolate powdery appearance brittle touch taste eat guess return either,Negative
"The bars are delicious -- Amazon's price is not.  This product retails at about $3.79 in most local supermarkets.  At over $6/box, this is NOT a bargain price.",bars delicious amazon price product retails local supermarkets box bargain price,Positive
I used to buy these at Petsmart - not anymore!  Same exact product considerably cheaper.  I usually tack them on to other orders to take advantage of free shipping.  God forbid I don't have a supply of Greenies in the house...,used buy petsmart anymore exact product considerably cheaper usually tack orders take advantage free shipping god forbid supply greenies house,Positive
"I have two cockers, one of which is getting older. She developed blisters and spotting on her usually beautiful coat. She was scratching her skin off and licking constantly. The vet prescribed everything under the sun, antibiotics, special shampoos, special dog food, including a certain amount of sunlight daily. After months of testing, meds and specialties, including cooking her special diet,with nothing working,I decided to try a different approach and came across this dog food. Within a few weeks her itching had completely stopped, and her coat was growing back like silk. They liked every type of the sweet potato and chicken, fish, duck. With the fish and chicken being their favorite. No nasty food smells as others have reported. Have also purchased the same in the biscuits and they love those also, which surprised me. Have used the meat rolls in the duck and beef, loved those also. So this is the new way of life for us now. And when you break down the price for the larger bag as opposed to the Pedigree, etc, it comes out pretty good price wise. The vet bill alone was killing me anyway. The smaller bags will eat away at your wallet if you go thru dog food quickly. I bought those only as a try out. Their stools are solid, although I do not notice less waste as some report. And with free ship qualification on most orders, it makes it a little easier on the pocket book.",two cockers one getting older developed blisters spotting usually beautiful coat scratching skin licking constantly vet prescribed everything sun antibiotics special shampoos special dog food including certain amount sunlight daily months testing meds specialties including cooking special diet nothing working decided try different approach came across dog food within weeks itching completely stopped coat growing back like silk liked every type sweet potato chicken fish duck fish chicken favorite nasty food smells others reported also purchased biscuits love also surprised used meat rolls duck beef loved also new way life us break price larger bag opposed pedigree etc comes pretty good price wise vet bill alone killing anyway smaller bags eat away wallet go thru dog food quickly bought try stools solid although notice less waste report free ship qualification orders makes little easier pocket book,Positive
"This came in fast, but they were extremely stale!  They even had that white look over the chocolate that indicates staleness. This company has quite some nerve selling these candies like this!",came fast extremely stale even white look chocolate indicates staleness company quite nerve selling candies like,Positive
"My husband and I went Gluten Free earlier this year due to a health condition.  We stumbled across this product at Whole Foods and decided to try it.  These were incredible...  so cheesy and spicy!!!  So much so, we decided to buy a case on Amazon.  Once our original case was depleted, we re-ordered, and though the product looks identical, the new case contained cheese curls with little to no seasoning.  They were so bland that we had no desire to eat them.  We opened each bag in the case hoping some of them would be good like the first case we purchased, but to our dismay, we ended up tossing the entire case.  We will not be buying these again.  What a letdown...",husband went gluten free earlier year due health condition stumbled across product whole foods decided try incredible cheesy spicy much decided buy case amazon original case depleted ordered though product looks identical new case contained cheese curls little seasoning bland desire eat opened bag case hoping would good like first case purchased dismay ended tossing entire case buying letdown,Positive
"This brand has been consistently fresh, high-quality, and tasty.  My family has tried this variety, plus the unsweetened creamy and chocolate flavors.  Sugar vs. protein amounts are reasonable, so give it a try.  Usually we see this at the supermarket for ~$5.29 each, so $24-$25 per six-pack is a nice savings.",brand consistently fresh high quality tasty family tried variety plus unsweetened creamy chocolate flavors sugar vs protein amounts reasonable give try usually see supermarket per six pack nice savings,Positive
WHAT A JOKE --PLEASE PUT CHIAHUAHU ON PROFILE SO I GET A 4 INCH BONES AND NOT 40 FOOT ONES ANOTHER JUNK ANIMAL WHATEVER --SOMESDAY I WILL GET IT RIGHT AND YOU WILL TOO --PUP PERONI SAUAGE HINT,joke please put chiahuahu profile get inch bones foot ones another junk animal whatever somesday get right pup peroni sauage hint,Positive
These tulips were very nice. They were colorful and the bouquet was full not skimpy I was pleased for the price,tulips nice colorful bouquet full skimpy pleased price,Positive
"This coffee is absolutely delicious.  It is mild in strength, has a delicate chocolate flavor and smells DIVINE!  The perfect after dinner coffee or if you are craving something sweet, try with a small drop of International Delight's Cold Stone Sweet Cream coffee creamer.  Highly recommend!",coffee absolutely delicious mild strength delicate chocolate flavor smells divine perfect dinner coffee craving something sweet try small drop international delight cold stone sweet cream coffee creamer highly recommend,Positive
"<a href=""http://www.amazon.com/gp/product/B0040PZ0BA"">Libby's Whole Kernel Sweet Corn, 15-Ounce Cans (Pack of 12)</a><br /><br />Not a lot to say about an already proven quality product except that it remains the same flavorful corn that is comparable to more expensive brands...As a kid I was fond of corn on the cob but didn't care much for canned corn on my plate which I was  to eat because a ""no eat vegetables no get dessert"" philosophy reigned at the dinner table and I was expected to clean my plate...I still don't care  for corn chips or corn tortillas but have learned over the years that whole kernal canned corn has a pretty good place in many recipes and I also have come to like it plain on the plate...I add it to soups for more body and flavor and also to salads and  other dishes with vegetables and spices...I do some baking with it...All in all, it's darn good corn...",href http www amazon com gp product b pz ba libby whole kernel sweet corn ounce cans pack br br lot say already proven quality product except remains flavorful corn comparable expensive brands kid fond corn cob care much canned corn plate eat eat vegetables get dessert philosophy reigned dinner table expected clean plate still care corn chips corn tortillas learned years whole kernal canned corn pretty good place many recipes also come like plain plate add soups body flavor also salads dishes vegetables spices baking darn good corn,Positive
I first purchased Asbach Brandy filled chocolates in Germany.  I am pleased to be able to order them from Amazon.  The Brandy and chocolate make a tasty combination.  I purchased them to share and ended up eating them all.,first purchased asbach brandy filled chocolates germany pleased able order amazon brandy chocolate make tasty combination purchased share ended eating,Positive
"Even though I love the taste of zone bars and the like, they are not made with very good ingredients.  This is a ""whole food"" snack bar--the mix of macadamias and almonds is heavenly!  Cranberries add a great tartness.",even though love taste zone bars like made good ingredients whole food snack bar mix macadamias almonds heavenly cranberries add great tartness,Positive
"After reading the reviews, I still decided to order this for some reason.  I thought ""Honey bunches is honey bunches"", but I was wrong.  Very stale and gritty, not enough flakes compared to what I buy in the grocery store.  I'm not sure what's going on, expiration was 1 year out.",reading reviews still decided order reason thought honey bunches honey bunches wrong stale gritty enough flakes compared buy grocery store sure going expiration year,Negative
"only thing that could make this snack better is if it was made from organic, fair-trade obtained ingredients.",thing could make snack better made organic fair trade obtained ingredients,Positive
This product does exactly what it says it will for you. It especially helped with my anxiousness and body tension. I feel so much more relaxed now.,product exactly says especially helped anxiousness body tension feel much relaxed,Negative
"My dogs loves these.  They get one first thing after coming inside after there morning walk.  Their a quick reward, takes them about 10 minutes to chew and eat.  They seem to be healthy for them, I notice no negative change in their waste since giving them these bones a few months ago.<br /><br />You can't go wrong with these.  Try out a bag, the odds are in your favor their going to love them.",dogs loves get one first thing coming inside morning walk quick reward takes minutes chew eat seem healthy notice negative change waste since giving bones months ago br br go wrong try bag odds favor going love,Positive
We will definitely be buying this again!!<br />My husband and I both love them!  Feels good to know we can pronounce the<br />ingredients also!!,definitely buying br husband love feels good know pronounce br ingredients also,Positive
"First of all, everyone should be warned... these peaches are seriously ugly! They are a dark brown and a little scary to try.  But I read the other review and decided to give it a try.  They are so chewy that I could not bite off a piece. They have to be torn off with your teeth. Then there is the flavor or more accurately the lack of flavor. I guess with a good imagination, they might be said to taste like peaches, but they are pretty much tasteless. At 151 calories a serving, why bother?  Now I realize there is a terrible aftertaste!  Whoa, these are bad!",first everyone warned peaches seriously ugly dark brown little scary try read review decided give try chewy could bite piece torn teeth flavor accurately lack flavor guess good imagination might said taste like peaches pretty much tasteless calories serving bother realize terrible aftertaste whoa bad,Negative
Great treat to send to school so the kids can have something healthy in a neat little package. Love it....,great treat send school kids something healthy neat little package love,Positive
"These cookies are absolutely delicious, I received one for review purposes from Influenster.com. I took a bite and gave the rest to my son, which was gone before I even had a chance to change my mind. LOL One of the moistest, most delicious cookies I have ever had, hands down. The only drawback that I found was that my cookies was broken into about 5 pieces, not sure what happened, but that doesn't effect the flavor!",cookies absolutely delicious received one review purposes influenster com took bite gave rest son gone even chance change mind lol one moistest delicious cookies ever hands drawback found cookies broken pieces sure happened effect flavor,Positive
"These Danielle coconut chips are absolutely outstanding.  I typically don't like coconut (mostly the texture...flavor is okay), but these are one of the best snacks I've ever eaten.  I've recently introduced them to three different family members who ordered them immediately upon trying them.  The texture and flavor are wonderful...tiny little ribbons of crisp coconut.  And the whole bag is only 250 calories.  Yes, the bag is small, especially for the price, but they are worth it.  I can't recommend these enough.",danielle coconut chips absolutely outstanding typically like coconut mostly texture flavor okay one best snacks ever eaten recently introduced three different family members ordered immediately upon trying texture flavor wonderful tiny little ribbons crisp coconut whole bag calories yes bag small especially price worth recommend enough,Positive
"I have tried every brand of coconut water that health food stores carry, and this is, by far, my favorite.  The pineapple flavor does not overwhelm the coconut or vice versa. I also like the tetra pack with the screw on top- it is much more convenient than the smaller 11 oz size which you cannot reseal.  This has been a great Gatorade substitute for me, and helps a lot when I am sick or dehydrated or need to hydrate quickly. Great stuff!",tried every brand coconut water health food stores carry far favorite pineapple flavor overwhelm coconut vice versa also like tetra pack screw top much convenient smaller oz size cannot reseal great gatorade substitute helps lot sick dehydrated need hydrate quickly great stuff,Negative
"I'm not an expert on Basmati rice, but this brand has no aroma and turns to mush if cooked for too long in too much water.  It has very little taste, and is certainly not buttery tasting.  It comes with absolutely NO cooking instructions.<br /><br />Mixed half and half with wild rice, and properly cooked, it is palatable, but if you were expecting aromatic, buttery Indian Basmati, you're likely to be disappointed.  Otherwise, it's relatively inexpensive, and is a good substitute for ""regular"" white rice.",expert basmati rice brand aroma turns mush cooked long much water little taste certainly buttery tasting comes absolutely cooking instructions br br mixed half half wild rice properly cooked palatable expecting aromatic buttery indian basmati likely disappointed otherwise relatively inexpensive good substitute regular white rice,Positive
